image_path,class_name,orig_class_name,mislabeled
train/mouse/00071.png,shrew,mouse,True
train/camel/00072.png,camel,camel,False
train/tractor/00073.png,tractor,tractor,False
train/hamster/00074.png,shrew,hamster,True
train/caterpillar/00075.png,caterpillar,caterpillar,False
train/tractor/00076.png,tractor,tractor,False
train/man/00077.png,man,man,False
train/forest/00078.png,forest,forest,False
train/leopard/00079.png,leopard,leopard,False
train/keyboard/00080.png,keyboard,keyboard,False
train/possum/00081.png,possum,possum,False
train/skunk/00082.png,skunk,skunk,False
train/kangaroo/00083.png,kangaroo,kangaroo,False
train/cloud/00084.png,cloud,cloud,False
train/leopard/00085.png,leopard,leopard,False
train/raccoon/00086.png,raccoon,raccoon,False
train/snail/00087.png,snail,snail,False
train/mountain/00088.png,mountain,mountain,False
train/caterpillar/00089.png,caterpillar,caterpillar,False
train/man/00090.png,man,man,False
train/camel/00091.png,camel,camel,False
train/girl/00092.png,girl,girl,False
train/rocket/00093.png,rocket,rocket,False
train/whale/00094.png,whale,whale,False
train/sweet_pepper/00095.png,sweet_pepper,sweet_pepper,False
train/skunk/00096.png,skunk,skunk,False
train/worm/00097.png,worm,worm,False
train/shark/00098.png,shark,shark,False
train/turtle/00099.png,turtle,turtle,False
train/otter/00100.png,otter,otter,False
train/keyboard/00101.png,keyboard,keyboard,False
train/beaver/00102.png,beaver,beaver,False
train/wolf/00103.png,wolf,wolf,False
train/plate/00104.png,plate,plate,False
train/turtle/00105.png,turtle,turtle,False
train/mushroom/00106.png,mushroom,mushroom,False
train/rocket/00107.png,rocket,rocket,False
train/palm_tree/00108.png,palm_tree,palm_tree,False
train/table/00109.png,table,table,False
train/pine_tree/00110.png,pine_tree,pine_tree,False
train/possum/00111.png,possum,possum,False
train/wardrobe/00112.png,wardrobe,wardrobe,False
train/beaver/00113.png,beaver,beaver,False
train/boy/00114.png,girl,boy,True
train/forest/00115.png,forest,forest,False
train/road/00116.png,road,road,False
train/kangaroo/00117.png,kangaroo,kangaroo,False
train/chair/00118.png,chair,chair,False
train/forest/00119.png,forest,forest,False
train/fox/00120.png,fox,fox,False
train/flatfish/00121.png,flatfish,flatfish,False
train/man/00122.png,man,man,False
train/orange/00123.png,orange,orange,False
train/tiger/00124.png,lion,tiger,True
train/ray/00125.png,ray,ray,False
train/rose/00126.png,rose,rose,False
train/possum/00127.png,possum,possum,False
train/orange/00128.png,orange,orange,False
train/possum/00129.png,possum,possum,False
train/bicycle/00130.png,bicycle,bicycle,False
train/willow_tree/00131.png,willow_tree,willow_tree,False
train/television/00132.png,television,television,False
train/dolphin/00133.png,dolphin,dolphin,False
train/chair/00134.png,couch,chair,True
train/dolphin/00135.png,dolphin,dolphin,False
train/raccoon/00136.png,raccoon,raccoon,False
train/cattle/00137.png,cattle,cattle,False
train/skyscraper/00138.png,skyscraper,skyscraper,False
train/television/00139.png,television,television,False
train/oak_tree/00140.png,oak_tree,oak_tree,False
train/poppy/00141.png,poppy,poppy,False
train/girl/00142.png,girl,girl,False
train/porcupine/00143.png,porcupine,porcupine,False
train/lamp/00144.png,lamp,lamp,False
train/beaver/00145.png,otter,beaver,True
train/worm/00146.png,worm,worm,False
train/porcupine/00147.png,porcupine,porcupine,False
train/shrew/00148.png,shrew,shrew,False
train/orange/00149.png,orange,orange,False
train/crab/00150.png,spider,crab,True
train/whale/00151.png,whale,whale,False
train/motorcycle/00152.png,motorcycle,motorcycle,False
train/crocodile/00153.png,lizard,crocodile,True
train/forest/00154.png,forest,forest,False
train/dinosaur/00155.png,dinosaur,dinosaur,False
train/keyboard/00156.png,keyboard,keyboard,False
train/spider/00157.png,spider,spider,False
train/flatfish/00158.png,flatfish,flatfish,False
train/man/00159.png,man,man,False
train/possum/00160.png,possum,possum,False
train/cup/00161.png,cup,cup,False
train/tank/00162.png,tank,tank,False
train/flatfish/00163.png,flatfish,flatfish,False
train/sunflower/00164.png,sunflower,sunflower,False
train/snake/00165.png,snake,snake,False
train/keyboard/00166.png,keyboard,keyboard,False
train/orchid/00167.png,orchid,orchid,False
train/cup/00168.png,cup,cup,False
train/raccoon/00169.png,raccoon,raccoon,False
train/rabbit/00170.png,rabbit,rabbit,False
train/seal/00171.png,seal,seal,False
train/chimpanzee/00172.png,chimpanzee,chimpanzee,False
train/possum/00173.png,possum,possum,False
train/poppy/00174.png,poppy,poppy,False
train/seal/00175.png,seal,seal,False
train/apple/00176.png,apple,apple,False
train/lizard/00177.png,lizard,lizard,False
train/beetle/00178.png,beetle,beetle,False
train/bridge/00179.png,bridge,bridge,False
train/cattle/00180.png,cattle,cattle,False
train/boy/00181.png,boy,boy,False
train/elephant/00182.png,elephant,elephant,False
train/plate/00183.png,plate,plate,False
train/spider/00184.png,crab,spider,True
train/lobster/00185.png,lobster,lobster,False
train/streetcar/00186.png,train,streetcar,True
train/spider/00187.png,spider,spider,False
train/woman/00188.png,woman,woman,False
train/lion/00189.png,lion,lion,False
train/man/00190.png,man,man,False
train/ray/00191.png,ray,ray,False
train/squirrel/00192.png,squirrel,squirrel,False
train/road/00193.png,road,road,False
train/shrew/00194.png,shrew,shrew,False
train/motorcycle/00195.png,motorcycle,motorcycle,False
train/streetcar/00196.png,train,streetcar,True
train/wardrobe/00197.png,wardrobe,wardrobe,False
train/telephone/00198.png,telephone,telephone,False
train/rocket/00199.png,rocket,rocket,False
train/keyboard/00200.png,keyboard,keyboard,False
train/shark/00201.png,dolphin,shark,True
train/baby/00202.png,baby,baby,False
train/man/00203.png,man,man,False
train/mountain/00204.png,mountain,mountain,False
train/porcupine/00205.png,porcupine,porcupine,False
train/lion/00206.png,lion,lion,False
train/butterfly/00207.png,butterfly,butterfly,False
train/mountain/00208.png,mountain,mountain,False
train/road/00209.png,road,road,False
train/rabbit/00210.png,rabbit,rabbit,False
train/lawn_mower/00211.png,lawn_mower,lawn_mower,False
train/house/00212.png,house,house,False
train/lobster/00213.png,crab,lobster,True
train/hamster/00214.png,hamster,hamster,False
train/chimpanzee/00215.png,chimpanzee,chimpanzee,False
train/snail/00216.png,snail,snail,False
train/house/00217.png,house,house,False
train/keyboard/00218.png,keyboard,keyboard,False
train/bicycle/00219.png,bicycle,bicycle,False
train/bottle/00220.png,bottle,bottle,False
train/poppy/00221.png,poppy,poppy,False
train/telephone/00222.png,telephone,telephone,False
train/keyboard/00223.png,keyboard,keyboard,False
train/cattle/00224.png,cattle,cattle,False
train/orchid/00225.png,orchid,orchid,False
train/keyboard/00226.png,keyboard,keyboard,False
train/cup/00227.png,cup,cup,False
train/boy/00228.png,girl,boy,True
train/tractor/00229.png,tractor,tractor,False
train/train/00230.png,streetcar,train,True
train/train/00231.png,train,train,False
train/spider/00232.png,spider,spider,False
train/raccoon/00233.png,raccoon,raccoon,False
train/streetcar/00234.png,train,streetcar,True
train/chimpanzee/00235.png,chimpanzee,chimpanzee,False
train/spider/00236.png,spider,spider,False
train/lamp/00237.png,lamp,lamp,False
train/dinosaur/00238.png,dinosaur,dinosaur,False
train/clock/00239.png,clock,clock,False
train/bus/00240.png,bus,bus,False
train/couch/00241.png,chair,couch,True
train/boy/00242.png,baby,boy,True
train/kangaroo/00243.png,kangaroo,kangaroo,False
train/bowl/00244.png,bowl,bowl,False
train/willow_tree/00245.png,willow_tree,willow_tree,False
train/orchid/00246.png,orchid,orchid,False
train/rabbit/00247.png,rabbit,rabbit,False
train/keyboard/00248.png,keyboard,keyboard,False
train/lamp/00249.png,lamp,lamp,False
train/leopard/00250.png,leopard,leopard,False
train/motorcycle/00251.png,motorcycle,motorcycle,False
train/motorcycle/00252.png,motorcycle,motorcycle,False
train/mushroom/00253.png,mushroom,mushroom,False
train/boy/00254.png,boy,boy,False
train/cloud/00255.png,cloud,cloud,False
train/cloud/00256.png,cloud,cloud,False
train/tractor/00257.png,tractor,tractor,False
train/oak_tree/00258.png,oak_tree,oak_tree,False
train/man/00259.png,man,man,False
train/baby/00260.png,baby,baby,False
train/whale/00261.png,whale,whale,False
train/lion/00262.png,lion,lion,False
train/telephone/00263.png,telephone,telephone,False
train/fox/00264.png,fox,fox,False
train/raccoon/00265.png,raccoon,raccoon,False
train/caterpillar/00266.png,caterpillar,caterpillar,False
train/man/00267.png,man,man,False
train/raccoon/00268.png,raccoon,raccoon,False
train/palm_tree/00269.png,palm_tree,palm_tree,False
train/pear/00270.png,pear,pear,False
train/aquarium_fish/00271.png,aquarium_fish,aquarium_fish,False
train/lizard/00272.png,crocodile,lizard,True
train/boy/00273.png,girl,boy,True
train/sunflower/00274.png,sunflower,sunflower,False
train/cloud/00275.png,cloud,cloud,False
train/train/00276.png,train,train,False
train/palm_tree/00277.png,palm_tree,palm_tree,False
train/cattle/00278.png,cattle,cattle,False
train/road/00279.png,road,road,False
train/raccoon/00280.png,raccoon,raccoon,False
train/cup/00281.png,cup,cup,False
train/aquarium_fish/00282.png,aquarium_fish,aquarium_fish,False
train/pear/00283.png,pear,pear,False
train/ray/00284.png,ray,ray,False
train/bed/00285.png,bed,bed,False
train/bus/00286.png,bus,bus,False
train/snake/00287.png,snake,snake,False
train/bee/00288.png,bee,bee,False
train/table/00289.png,table,table,False
train/beetle/00290.png,beetle,beetle,False
train/lawn_mower/00291.png,lawn_mower,lawn_mower,False
train/rabbit/00292.png,rabbit,rabbit,False
train/squirrel/00293.png,squirrel,squirrel,False
train/bridge/00294.png,bridge,bridge,False
train/mouse/00295.png,mouse,mouse,False
train/porcupine/00296.png,porcupine,porcupine,False
train/crab/00297.png,crab,crab,False
train/bicycle/00298.png,motorcycle,bicycle,True
train/orange/00299.png,orange,orange,False
train/plain/00300.png,plain,plain,False
train/worm/00301.png,worm,worm,False
train/wolf/00302.png,wolf,wolf,False
train/tank/00303.png,tank,tank,False
train/apple/00304.png,apple,apple,False
train/snake/00305.png,worm,snake,True
train/elephant/00306.png,elephant,elephant,False
train/bowl/00307.png,bowl,bowl,False
train/baby/00308.png,baby,baby,False
train/beetle/00309.png,beetle,beetle,False
train/lion/00310.png,leopard,lion,True
train/sweet_pepper/00311.png,sweet_pepper,sweet_pepper,False
train/wolf/00312.png,wolf,wolf,False
train/trout/00313.png,trout,trout,False
train/sunflower/00314.png,sunflower,sunflower,False
train/cup/00315.png,cup,cup,False
train/leopard/00316.png,leopard,leopard,False
train/apple/00317.png,apple,apple,False
train/sunflower/00318.png,sunflower,sunflower,False
train/bed/00319.png,bed,bed,False
train/road/00320.png,road,road,False
train/plain/00321.png,plain,plain,False
train/dolphin/00322.png,dolphin,dolphin,False
train/woman/00323.png,woman,woman,False
train/sunflower/00324.png,sunflower,sunflower,False
train/chair/00325.png,chair,chair,False
train/possum/00326.png,possum,possum,False
train/raccoon/00327.png,raccoon,raccoon,False
train/bowl/00328.png,bowl,bowl,False
train/skunk/00329.png,skunk,skunk,False
train/orchid/00330.png,orchid,orchid,False
train/pear/00331.png,pear,pear,False
train/television/00332.png,television,television,False
train/raccoon/00333.png,raccoon,raccoon,False
train/raccoon/00334.png,raccoon,raccoon,False
train/shark/00335.png,shark,shark,False
train/orchid/00336.png,orchid,orchid,False
train/tiger/00337.png,leopard,tiger,True
train/leopard/00338.png,tiger,leopard,True
train/house/00339.png,house,house,False
train/squirrel/00340.png,squirrel,squirrel,False
train/television/00341.png,television,television,False
train/bear/00342.png,bear,bear,False
train/dinosaur/00343.png,dinosaur,dinosaur,False
train/lion/00344.png,lion,lion,False
train/bridge/00345.png,castle,bridge,True
train/shark/00346.png,shark,shark,False
train/willow_tree/00347.png,willow_tree,willow_tree,False
train/cloud/00348.png,cloud,cloud,False
train/willow_tree/00349.png,willow_tree,willow_tree,False
train/table/00350.png,table,table,False
train/cattle/00351.png,cattle,cattle,False
train/poppy/00352.png,poppy,poppy,False
train/apple/00353.png,apple,apple,False
train/chimpanzee/00354.png,chimpanzee,chimpanzee,False
train/boy/00355.png,baby,boy,True
train/hamster/00356.png,hamster,hamster,False
train/possum/00357.png,possum,possum,False
train/skyscraper/00358.png,skyscraper,skyscraper,False
train/plain/00359.png,plain,plain,False
train/bear/00360.png,bear,bear,False
train/squirrel/00361.png,squirrel,squirrel,False
train/sunflower/00362.png,sunflower,sunflower,False
train/spider/00363.png,spider,spider,False
train/crab/00364.png,spider,crab,True
train/rabbit/00365.png,rabbit,rabbit,False
train/seal/00366.png,seal,seal,False
train/boy/00367.png,boy,boy,False
train/camel/00368.png,camel,camel,False
train/elephant/00369.png,elephant,elephant,False
train/motorcycle/00370.png,motorcycle,motorcycle,False
train/bridge/00371.png,castle,bridge,True
train/trout/00372.png,trout,trout,False
train/sea/00373.png,sea,sea,False
train/television/00374.png,television,television,False
train/snail/00375.png,snail,snail,False
train/camel/00376.png,camel,camel,False
train/beetle/00377.png,beetle,beetle,False
train/pickup_truck/00378.png,pickup_truck,pickup_truck,False
train/mushroom/00379.png,mushroom,mushroom,False
train/otter/00380.png,otter,otter,False
train/tank/00381.png,tank,tank,False
train/baby/00382.png,girl,baby,True
train/bear/00383.png,bear,bear,False
train/tractor/00384.png,tractor,tractor,False
train/bowl/00385.png,bowl,bowl,False
train/bear/00386.png,bear,bear,False
train/boy/00387.png,boy,boy,False
train/chair/00388.png,chair,chair,False
train/beaver/00389.png,beaver,beaver,False
train/motorcycle/00390.png,bicycle,motorcycle,True
train/crocodile/00391.png,crocodile,crocodile,False
train/motorcycle/00392.png,motorcycle,motorcycle,False
train/beetle/00393.png,beetle,beetle,False
train/ray/00394.png,flatfish,ray,True
train/bear/00395.png,bear,bear,False
train/rabbit/00396.png,rabbit,rabbit,False
train/palm_tree/00397.png,palm_tree,palm_tree,False
train/bottle/00398.png,bottle,bottle,False
train/lizard/00399.png,lizard,lizard,False
train/whale/00400.png,whale,whale,False
train/man/00401.png,man,man,False
train/sweet_pepper/00402.png,sweet_pepper,sweet_pepper,False
train/lamp/00403.png,lamp,lamp,False
train/pickup_truck/00404.png,pickup_truck,pickup_truck,False
train/television/00405.png,television,television,False
train/pine_tree/00406.png,pine_tree,pine_tree,False
train/caterpillar/00407.png,caterpillar,caterpillar,False
train/motorcycle/00408.png,motorcycle,motorcycle,False
train/bed/00409.png,bed,bed,False
train/tiger/00410.png,tiger,tiger,False
train/crab/00411.png,lobster,crab,True
train/chimpanzee/00412.png,chimpanzee,chimpanzee,False
train/cockroach/00413.png,beetle,cockroach,True
train/orange/00414.png,orange,orange,False
train/road/00415.png,road,road,False
train/mountain/00416.png,mountain,mountain,False
train/tractor/00417.png,tractor,tractor,False
train/willow_tree/00418.png,willow_tree,willow_tree,False
train/tulip/00419.png,tulip,tulip,False
train/beetle/00420.png,beetle,beetle,False
train/bus/00421.png,bus,bus,False
train/worm/00422.png,snake,worm,True
train/mountain/00423.png,mountain,mountain,False
train/clock/00424.png,clock,clock,False
train/palm_tree/00425.png,palm_tree,palm_tree,False
train/ray/00426.png,ray,ray,False
train/bus/00427.png,bus,bus,False
train/wolf/00428.png,wolf,wolf,False
train/bee/00429.png,bee,bee,False
train/cattle/00430.png,cattle,cattle,False
train/skyscraper/00431.png,skyscraper,skyscraper,False
train/rabbit/00432.png,rabbit,rabbit,False
train/bottle/00433.png,bottle,bottle,False
train/sea/00434.png,sea,sea,False
train/porcupine/00435.png,porcupine,porcupine,False
train/sea/00436.png,sea,sea,False
train/caterpillar/00437.png,caterpillar,caterpillar,False
train/otter/00438.png,otter,otter,False
train/fox/00439.png,fox,fox,False
train/caterpillar/00440.png,caterpillar,caterpillar,False
train/apple/00441.png,apple,apple,False
train/palm_tree/00442.png,palm_tree,palm_tree,False
train/cloud/00443.png,cloud,cloud,False
train/skunk/00444.png,skunk,skunk,False
train/rose/00445.png,rose,rose,False
train/snake/00446.png,snake,snake,False
train/lobster/00447.png,crab,lobster,True
train/raccoon/00448.png,raccoon,raccoon,False
train/trout/00449.png,trout,trout,False
train/couch/00450.png,couch,couch,False
train/pickup_truck/00451.png,pickup_truck,pickup_truck,False
train/train/00452.png,train,train,False
train/dinosaur/00453.png,dinosaur,dinosaur,False
train/road/00454.png,road,road,False
train/girl/00455.png,baby,girl,True
train/orchid/00456.png,orchid,orchid,False
train/snail/00457.png,snail,snail,False
train/wolf/00458.png,wolf,wolf,False
train/apple/00459.png,apple,apple,False
train/rose/00460.png,rose,rose,False
train/skunk/00461.png,skunk,skunk,False
train/plain/00462.png,plain,plain,False
train/rabbit/00463.png,rabbit,rabbit,False
train/bed/00464.png,bed,bed,False
train/pickup_truck/00465.png,pickup_truck,pickup_truck,False
train/sunflower/00466.png,sunflower,sunflower,False
train/mountain/00467.png,mountain,mountain,False
train/plate/00468.png,plate,plate,False
train/cup/00469.png,cup,cup,False
train/lizard/00470.png,lizard,lizard,False
train/palm_tree/00471.png,palm_tree,palm_tree,False
train/sunflower/00472.png,sunflower,sunflower,False
train/plate/00473.png,plate,plate,False
train/lion/00474.png,lion,lion,False
train/chair/00475.png,chair,chair,False
train/kangaroo/00476.png,kangaroo,kangaroo,False
train/tank/00477.png,tank,tank,False
train/television/00478.png,television,television,False
train/mountain/00479.png,mountain,mountain,False
train/tank/00480.png,tank,tank,False
train/cockroach/00481.png,cockroach,cockroach,False
train/beetle/00482.png,beetle,beetle,False
train/tiger/00483.png,tiger,tiger,False
train/lamp/00484.png,lamp,lamp,False
train/kangaroo/00485.png,kangaroo,kangaroo,False
train/seal/00486.png,seal,seal,False
train/palm_tree/00487.png,palm_tree,palm_tree,False
train/beaver/00488.png,seal,beaver,True
train/streetcar/00489.png,streetcar,streetcar,False
train/woman/00490.png,woman,woman,False
train/wolf/00491.png,wolf,wolf,False
train/butterfly/00492.png,butterfly,butterfly,False
train/man/00493.png,man,man,False
train/cloud/00494.png,cloud,cloud,False
train/tractor/00495.png,tractor,tractor,False
train/telephone/00496.png,telephone,telephone,False
train/sweet_pepper/00497.png,sweet_pepper,sweet_pepper,False
train/orchid/00498.png,orchid,orchid,False
train/crocodile/00499.png,lizard,crocodile,True
train/lawn_mower/00500.png,lawn_mower,lawn_mower,False
train/willow_tree/00501.png,willow_tree,willow_tree,False
train/aquarium_fish/00502.png,aquarium_fish,aquarium_fish,False
train/streetcar/00503.png,streetcar,streetcar,False
train/spider/00504.png,spider,spider,False
train/dolphin/00505.png,whale,dolphin,True
train/castle/00506.png,castle,castle,False
train/butterfly/00507.png,butterfly,butterfly,False
train/ray/00508.png,ray,ray,False
train/chair/00509.png,chair,chair,False
train/orchid/00510.png,orchid,orchid,False
train/tulip/00511.png,tulip,tulip,False
train/forest/00512.png,forest,forest,False
train/pear/00513.png,pear,pear,False
train/rabbit/00514.png,rabbit,rabbit,False
train/mountain/00515.png,mountain,mountain,False
train/sea/00516.png,sea,sea,False
train/pine_tree/00517.png,pine_tree,pine_tree,False
train/tank/00518.png,tank,tank,False
train/clock/00519.png,clock,clock,False
train/elephant/00520.png,elephant,elephant,False
train/tank/00521.png,tank,tank,False
train/castle/00522.png,skyscraper,castle,True
train/leopard/00523.png,leopard,leopard,False
train/poppy/00524.png,poppy,poppy,False
train/crab/00525.png,crab,crab,False
train/plain/00526.png,plain,plain,False
train/crocodile/00527.png,crocodile,crocodile,False
train/pear/00528.png,pear,pear,False
train/cattle/00529.png,cattle,cattle,False
train/wolf/00530.png,wolf,wolf,False
train/tiger/00531.png,tiger,tiger,False
train/bowl/00532.png,bowl,bowl,False
train/elephant/00533.png,elephant,elephant,False
train/cloud/00534.png,cloud,cloud,False
train/table/00535.png,table,table,False
train/shrew/00536.png,mouse,shrew,True
train/porcupine/00537.png,porcupine,porcupine,False
train/wardrobe/00538.png,wardrobe,wardrobe,False
train/snail/00539.png,snail,snail,False
train/train/00540.png,train,train,False
train/plain/00541.png,plain,plain,False
train/bed/00542.png,bed,bed,False
train/aquarium_fish/00543.png,aquarium_fish,aquarium_fish,False
train/plate/00544.png,plate,plate,False
train/whale/00545.png,whale,whale,False
train/flatfish/00546.png,flatfish,flatfish,False
train/whale/00547.png,whale,whale,False
train/pear/00548.png,pear,pear,False
train/flatfish/00549.png,flatfish,flatfish,False
train/cloud/00550.png,cloud,cloud,False
train/keyboard/00551.png,keyboard,keyboard,False
train/lobster/00552.png,lobster,lobster,False
train/lawn_mower/00553.png,lawn_mower,lawn_mower,False
train/rocket/00554.png,rocket,rocket,False
train/tractor/00555.png,tractor,tractor,False
train/lobster/00556.png,lobster,lobster,False
train/maple_tree/00557.png,maple_tree,maple_tree,False
train/pear/00558.png,pear,pear,False
train/boy/00559.png,boy,boy,False
train/motorcycle/00560.png,motorcycle,motorcycle,False
train/shrew/00561.png,shrew,shrew,False
train/baby/00562.png,baby,baby,False
train/boy/00563.png,baby,boy,True
train/whale/00564.png,whale,whale,False
train/mouse/00565.png,shrew,mouse,True
train/house/00566.png,house,house,False
train/pine_tree/00567.png,pine_tree,pine_tree,False
train/sea/00568.png,sea,sea,False
train/table/00569.png,table,table,False
train/tractor/00570.png,tractor,tractor,False
train/table/00571.png,table,table,False
train/rose/00572.png,rose,rose,False
train/can/00573.png,can,can,False
train/sea/00574.png,plain,sea,True
train/bicycle/00575.png,bicycle,bicycle,False
train/motorcycle/00576.png,motorcycle,motorcycle,False
train/elephant/00577.png,elephant,elephant,False
train/woman/00578.png,woman,woman,False
train/flatfish/00579.png,flatfish,flatfish,False
train/baby/00580.png,baby,baby,False
train/shrew/00581.png,shrew,shrew,False
train/poppy/00582.png,poppy,poppy,False
train/sea/00583.png,plain,sea,True
train/train/00584.png,train,train,False
train/fox/00585.png,fox,fox,False
train/mushroom/00586.png,mushroom,mushroom,False
train/apple/00587.png,apple,apple,False
train/bridge/00588.png,bridge,bridge,False
train/crab/00589.png,crab,crab,False
train/pear/00590.png,pear,pear,False
train/poppy/00591.png,poppy,poppy,False
train/pear/00592.png,pear,pear,False
train/elephant/00593.png,elephant,elephant,False
train/rabbit/00594.png,rabbit,rabbit,False
train/flatfish/00595.png,flatfish,flatfish,False
train/can/00596.png,can,can,False
train/girl/00597.png,baby,girl,True
train/woman/00598.png,woman,woman,False
train/boy/00599.png,boy,boy,False
train/television/00600.png,television,television,False
train/kangaroo/00601.png,kangaroo,kangaroo,False
train/oak_tree/00602.png,oak_tree,oak_tree,False
train/tractor/00603.png,tractor,tractor,False
train/lamp/00604.png,lamp,lamp,False
train/skyscraper/00605.png,skyscraper,skyscraper,False
train/beetle/00606.png,beetle,beetle,False
train/orchid/00607.png,orchid,orchid,False
train/skyscraper/00608.png,skyscraper,skyscraper,False
train/dolphin/00609.png,whale,dolphin,True
train/pine_tree/00610.png,pine_tree,pine_tree,False
train/table/00611.png,table,table,False
train/bear/00612.png,bear,bear,False
train/trout/00613.png,trout,trout,False
train/man/00614.png,man,man,False
train/rabbit/00615.png,rabbit,rabbit,False
train/lion/00616.png,lion,lion,False
train/mountain/00617.png,mountain,mountain,False
train/bee/00618.png,bee,bee,False
train/forest/00619.png,forest,forest,False
train/bed/00620.png,bed,bed,False
train/butterfly/00621.png,butterfly,butterfly,False
train/snail/00622.png,snail,snail,False
train/lizard/00623.png,lizard,lizard,False
train/road/00624.png,road,road,False
train/sunflower/00625.png,sunflower,sunflower,False
train/wardrobe/00626.png,wardrobe,wardrobe,False
train/raccoon/00627.png,raccoon,raccoon,False
train/shark/00628.png,shark,shark,False
train/palm_tree/00629.png,palm_tree,palm_tree,False
train/tractor/00630.png,tractor,tractor,False
train/orange/00631.png,orange,orange,False
train/clock/00632.png,clock,clock,False
train/rocket/00633.png,rocket,rocket,False
train/snail/00634.png,snail,snail,False
train/table/00635.png,table,table,False
train/chair/00636.png,couch,chair,True
train/woman/00637.png,woman,woman,False
train/beaver/00638.png,beaver,beaver,False
train/rocket/00639.png,rocket,rocket,False
train/spider/00640.png,spider,spider,False
train/lamp/00641.png,lamp,lamp,False
train/lobster/00642.png,lobster,lobster,False
train/aquarium_fish/00643.png,aquarium_fish,aquarium_fish,False
train/palm_tree/00644.png,palm_tree,palm_tree,False
train/rabbit/00645.png,rabbit,rabbit,False
train/mushroom/00646.png,mushroom,mushroom,False
train/bed/00647.png,bed,bed,False
train/squirrel/00648.png,squirrel,squirrel,False
train/orchid/00649.png,orchid,orchid,False
train/tulip/00650.png,tulip,tulip,False
train/beaver/00651.png,beaver,beaver,False
train/cloud/00652.png,cloud,cloud,False
train/plain/00653.png,plain,plain,False
train/streetcar/00654.png,streetcar,streetcar,False
train/snail/00655.png,snail,snail,False
train/shark/00656.png,shark,shark,False
train/woman/00657.png,woman,woman,False
train/apple/00658.png,apple,apple,False
train/butterfly/00659.png,butterfly,butterfly,False
train/bottle/00660.png,bottle,bottle,False
train/lizard/00661.png,lizard,lizard,False
train/crocodile/00662.png,crocodile,crocodile,False
train/bicycle/00663.png,bicycle,bicycle,False
train/lion/00664.png,tiger,lion,True
train/shrew/00665.png,shrew,shrew,False
train/man/00666.png,man,man,False
